,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
ACACB,0.3864,0.6135999999999999,-0.4624701381320284,0.0013866427,0.0028928271,0.20124803,1.0168045,0.15600624024960957,0.3287222222221995,15.030962,28.709621,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SYNPR,0.3862,0.6138,-0.4633137625898543,4.6032725e-05,0.00027960225,0.0031201248,0.08877802,0.0031201248049922,0.042944444444444944,0.12831682,2.599866,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
HMGB2,0.3862,0.6138,-0.4633137625898543,0.00017245946,0.0003226872,0.08112324,0.13533486,0.07332293291731665,0.09244444444444773,1.7941309,3.4362302,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CFP,0.3854,0.6146,-0.4666898840397958,3.082166e-06,3.0725518e-05,0.0,0.017666657,0.0,0.009888888888888859,0.0,0.21661258,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
UBASH3B,0.3852,0.6148,-0.46753432204538287,0.00010626864,0.00025236598,0.0062402496,0.05044427,0.0062402496099844,0.03394444444444444,0.24678622,2.6033103,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NTN1,0.385,0.615,-0.4683789238048705,0.00028835153,0.0008308258,0.02652106,0.24111146,0.0171606864274571,0.12083333333333822,1.7902145,7.9444103,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
GRIP1,0.385,0.615,-0.4683789238048705,0.00011569934,0.00054072513,0.017160686,0.21144496,0.015600624024960999,0.09505555555555899,1.752188,5.9014573,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CD48,0.3846,0.6154,-0.47006861998181604,4.2601496e-06,7.970931e-05,0.0031201248,0.042611007,0.0031201248049922,0.023111111111111002,0.061771132,0.86042356,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC023669.2,0.384,0.616,-0.47260440113789276,1.5021253e-06,2.7172464e-06,0.0,0.0006666666,0.0,0.0005555555555555556,0.0,0.03508093,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FOLR2,0.3838,0.6162000000000001,-0.47344999276222866,4.27464e-06,6.741989e-05,0.0015600624,0.031166628,0.0015600624024961,0.013999999999999945,0.10986354,0.7104215,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SFRP4,0.383,0.617,-0.47683402482253695,2.5296587e-05,4.9361817e-05,0.009360374,0.019499954,0.0093603744149766,0.016555555555555487,0.32361752,0.56681347,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TNIP3,0.3828,0.6172,-0.4776804509891084,5.199653e-06,3.2610555e-05,0.0,0.0058333357,0.0,0.0042777777777777805,0.0,0.30510604,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
IL7R,0.3828,0.6172,-0.4776804509891084,8.581258e-06,0.00025272043,0.0015600624,0.04116662,0.0015600624024961,0.014333333333333276,0.10986354,2.093592,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CDH2,0.3814,0.6186,-0.48361015703099347,0.00069191086,0.0050099194,0.076443054,1.716285,0.060842433697347896,0.32527777777775657,5.251365,44.588882,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ATP6V1FNB,0.3814,0.6186,-0.48361015703099347,4.1946737e-06,2.4140145e-05,0.0,0.012055551,0.0,0.006888888888888876,0.0,0.24147135,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC02456,0.3804,0.6195999999999999,-0.4878507677228055,4.796177e-05,0.0002025862,0.007800312,0.06711109,0.0078003120124804995,0.03155555555555541,1.0372589,2.369908,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CD74,0.3802,0.6198,-0.48869940513161003,0.0001518755,0.0031813476,0.076443054,1.5931945,0.046801872074883,0.22244444444445505,1.816362,32.11317,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
MEG8,0.3802,0.6198,-0.48869940513161003,4.7102178e-05,0.00046943186,0.009360374,0.10866722,0.0093603744149766,0.04027777777777813,0.77302754,3.8647218,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
OBSCN,0.3794,0.6206,-0.49209568426939854,0.00055521907,0.0023924957,0.045241807,0.8297011,0.0405616224648986,0.2773888888888889,4.2241125,21.90234,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC01632,0.3786,0.6214,-0.4954947478633179,4.7191365e-06,8.889392e-06,0.0,0.0025555557,0.0,0.0022222222222222244,0.0,0.11629016,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AACS,0.3786,0.6214,-0.4954947478633179,8.636233e-05,0.00014476689,0.023400934,0.051999837,0.0234009360374415,0.03716666666666684,1.5969734,1.7142323,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CYP1B1-AS1,0.3784,0.6215999999999999,-0.49634495153616937,6.0349405e-05,0.00021179319,0.0031201248,0.04122208,0.0031201248049922,0.03161111111111097,0.43644604,2.0824773,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AL139260.1,0.3778,0.6222,-0.49889661899909904,0.00026392337,0.00041617212,0.035881434,0.14300151,0.0343213728549142,0.10350000000000391,3.1199293,5.082154,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
KCNIP4,0.3774,0.6226,-0.5005986146376499,0.00014248728,0.00024233057,0.023400934,0.05966646,0.0234009360374415,0.04638888888888958,1.85218,3.243482,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CXCL8,0.3772,0.6228,-0.5014498787459255,1.0504704e-05,0.00019266967,0.007800312,0.10322242,0.0062402496099844,0.022833333333333226,0.054390036,1.6284313,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ABCA9,0.3768,0.6232,-0.5031529413612658,0.00025887784,0.0015640769,0.024960998,0.3116648,0.0171606864274571,0.1336111111111167,1.0398778,15.07714,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
OPHN1,0.3766,0.6234,-0.5040047405978778,0.0005817003,0.000900021,0.06708268,0.23155484,0.054602184087363496,0.15811111111111809,5.0862904,9.750499,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
XCL1,0.3766,0.6234,-0.5040047405978778,3.8545272e-07,1.2222399e-05,0.0,0.007388892,0.0,0.003222222222222226,0.0,0.17516597,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
GPR34,0.3762,0.6238,-0.5057088767559468,3.580858e-05,9.7992044e-05,0.010920436,0.025722161,0.0109204368174727,0.019444444444444358,0.83044374,0.987851,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TRIM55,0.376,0.624,-0.5065612144094298,0.00015269662,0.0006945017,0.018720748,0.2484446,0.015600624024960999,0.14233333333333942,1.3418045,6.57248,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FYB2,0.3758,0.6242,-0.5074137322679217,0.00013677122,0.0010028481,0.010920437,0.3737742,0.0093603744149766,0.1723333333333411,1.123892,9.634407,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CP,0.3748,0.6252,-0.5116790374970397,4.800433e-05,0.00012925884,0.0062402496,0.036277674,0.0062402496099844,0.024611111111110993,0.49646616,1.3961834,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FGF18,0.3744,0.6255999999999999,-0.5133864339029176,4.65353e-05,0.00010478189,0.028081123,0.03677766,0.015600624024960999,0.029555555555555408,0.23667583,1.1014395,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
OLR1,0.3738,0.6262,-0.515948903087908,2.1752821e-06,2.1694339e-05,0.0,0.011999995,0.0,0.005999999999999992,0.0,0.17296737,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CCDC85A,0.3736,0.6264000000000001,-0.5168034275195511,0.00019409183,0.0007580085,0.035881434,0.14416778,0.031201248049921998,0.08994444444444759,2.7007723,7.3292522,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FCGBP,0.3736,0.6264000000000001,-0.5168034275195511,1.0136374e-05,5.1608466e-05,0.0,0.0111111095,0.0,0.005999999999999992,0.0,0.5032873,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TOP2A,0.3736,0.6264000000000001,-0.5168034275195511,9.472381e-06,1.5025932e-05,0.0015600624,0.007222227,0.0015600624024961,0.004444444444444446,0.018683383,0.19545482,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC02227,0.3724,0.6275999999999999,-0.5219344645368351,9.571848e-06,2.2922104e-05,0.0,0.0053888923,0.0,0.004444444444444446,0.0,0.26459593,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ERBB3,0.372,0.628,-0.5236463012368989,1.6304615e-05,3.8356702e-05,0.0,0.008388892,0.0,0.007222222222222207,0.0,0.3645974,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SNED1,0.372,0.628,-0.5236463012368989,0.0003524091,0.00088769436,0.04836193,0.18394473,0.029641185647425898,0.11027777777778207,2.4864566,8.164883,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LIPE-AS1,0.3718,0.6282,-0.5245025008395193,0.00022188404,0.0004042584,0.03276131,0.123057306,0.029641185647425898,0.07911111111111364,2.0032375,4.6789002,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NOX4,0.3716,0.6284000000000001,-0.5253588884445575,5.8936952e-05,0.00031687022,0.0062402496,0.07783355,0.0062402496099844,0.03877777777777804,0.50344104,3.649282,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
KIT,0.3714,0.6286,-0.5262154644280819,1.6511516e-05,9.066564e-05,0.012480499,0.011833329,0.0031201248049922,0.006777777777777765,0.19153515,1.086573,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
XIRP1,0.371,0.629,-0.527929183037079,5.269479e-05,0.00019024927,0.012480498,0.09055604,0.0124804992199688,0.05372222222222333,0.71837085,2.1407268,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
IL2RA,0.371,0.629,-0.527929183037079,1.464247e-05,7.766879e-05,0.0031201248,0.016611094,0.0031201248049922,0.011222222222222184,0.54377174,0.7091818,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
BMPR1B-DT,0.371,0.629,-0.527929183037079,8.68038e-07,8.529271e-06,0.0,0.0018333336,0.0,0.0009444444444444444,0.0,0.050223995,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FSTL1,0.3708,0.6292,-0.5287863264169044,0.000635231,0.0010468287,0.14040561,0.3429949,0.10920436817472678,0.21272222222223228,6.22157,10.581503,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
MID1,0.3706,0.6294,-0.5296436596839245,0.0006640078,0.00076766283,0.14976598,0.16044551,0.07176287051482055,0.10594444444444849,6.95563,7.0550656,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC01170,0.37,0.63,-0.5322168025932974,0.0001264429,0.0005358365,0.007800312,0.23466682,0.0078003120124804995,0.08800000000000303,0.5280165,6.0373297,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
BCKDHB,0.3698,0.6302,-0.5330748991964842,0.00041009407,0.0007105411,0.070202805,0.22594467,0.056162246489859596,0.15333333333334004,4.175748,7.557646,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ANKRD2,0.3694,0.6306,-0.5347916681328085,0.00022385974,0.0013927831,0.021840872,0.4642188,0.0218408736349454,0.14272222222222833,2.4959419,11.724576,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC099489.1,0.3684,0.6315999999999999,-0.5390869666887328,4.9958162e-05,9.575407e-05,0.010920437,0.028111026,0.0093603744149766,0.021444444444444346,0.56507087,0.9905965,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AL365434.1,0.3684,0.6315999999999999,-0.5390869666887328,2.4349367e-05,0.00014127947,0.0062402496,0.044666525,0.0046801872074883,0.028888888888888745,0.34040213,0.9911268,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
PLXDC2,0.3684,0.6315999999999999,-0.5390869666887328,0.0008759528,0.0024125795,0.09672386,0.5068251,0.06864274570982837,0.227611111111122,5.690903,27.651508,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SNTG2,0.368,0.632,-0.5408064446267986,0.00010872311,0.00026129384,0.009360374,0.062388703,0.0093603744149766,0.03861111111111137,1.0431598,2.8430388,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TENT5A,0.3674,0.6326,-0.5433871266800103,0.0012415815,0.002985453,0.14820592,0.8508668,0.1060842433697346,0.3050555555555433,9.493465,26.5626,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
DNAJA4,0.367,0.633,-0.5451085626394381,7.7091994e-05,0.00014403538,0.043681744,0.073222384,0.028081123244929798,0.05116666666666763,0.71030223,1.6013633,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC02240,0.367,0.633,-0.5451085626394381,8.2258484e-05,0.00018973078,0.012480498,0.06105536,0.0124804992199688,0.041277777777778184,1.3121035,1.9336555,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
VEGFC,0.3668,0.6332,-0.5459695761545327,3.042557e-05,0.00026949483,0.0015600624,0.08194467,0.0015600624024961,0.04783333333333411,0.052176002,2.78879,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ANO2,0.3664,0.6335999999999999,-0.547692196190493,6.715893e-05,0.0009434679,0.007800312,0.12905641,0.0062402496099844,0.05377777777777889,0.7035016,10.55391,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CSF3,0.3662,0.6337999999999999,-0.5485538034867758,2.2245747e-06,0.00012590483,0.0,0.06783329,0.0,0.015166666666666604,0.0,0.9460824,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TAF4B,0.366,0.634,-0.5494156094863263,6.251688e-05,0.0001015648,0.007800312,0.034555443,0.0078003120124804995,0.028444444444444304,0.1805763,1.4107062,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
APOD,0.366,0.634,-0.5494156094863263,0.0006815667,0.0037688117,0.18720749,0.8699874,0.07956318252730102,0.19905555555556484,7.812879,38.576748,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
VAMP8,0.3656,0.6344000000000001,-0.5511398191512719,5.2401985e-05,0.0002191215,0.015600623,0.10888956,0.014040561622464899,0.053111111111112184,0.99541867,2.1842275,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
APLN,0.3652,0.6348,-0.5528648283021776,6.1726223e-06,1.8488834e-05,0.0031201248,0.007777782,0.0031201248049922,0.00544444444444444,0.03993099,0.16846392,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
RHBDL2,0.3644,0.6355999999999999,-0.5563172575675523,9.9962024e-05,0.00017440309,0.018720748,0.05205535,0.0187207488299532,0.041666666666667095,1.3407769,1.9820782,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NEB,0.364,0.636,-0.5580446839541249,9.5441195e-05,0.0002350483,0.010920436,0.07500016,0.0109204368174727,0.04666666666666738,0.6714355,2.4727252,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ACVR1C,0.3636,0.6364000000000001,-0.5597729223709461,3.778692e-05,8.2769446e-05,0.007800312,0.022111058,0.0078003120124804995,0.017499999999999925,0.96233654,0.8604671,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SPI1,0.3618,0.6382,-0.567560128912438,2.5479072e-05,0.00013522939,0.0046801874,0.06388875,0.0046801872074883,0.032722222222222146,0.20393558,1.265379,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CHI3L2,0.3616,0.6384000000000001,-0.5684264056268712,9.463072e-06,3.408032e-05,0.0015600624,0.011611109,0.0015600624024961,0.008999999999999975,0.14312498,0.38338676,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AL356479.1,0.3614,0.6386000000000001,-0.5692928901116371,5.5476626e-06,2.727797e-05,0.0,0.008166669,0.0,0.0047777777777777775,0.0,0.21250734,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ELMO1,0.3612,0.6388,-0.5701595827668864,0.00036627747,0.0014790992,0.057722304,0.26277688,0.0374414976599064,0.14900000000000646,3.2678978,15.679801,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
MYL2,0.3612,0.6388,-0.5701595827668864,0.0023880498,0.0055855787,0.36349452,1.7368923,0.20436817472698846,0.4143888888888282,26.107065,57.6354,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ABRA,0.361,0.639,-0.5710264839932755,2.9956716e-05,0.00018622715,0.0062402496,0.066611014,0.0046801872074883,0.04472222222222282,0.24163496,1.6789656,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
BACH2,0.3604,0.6396,-0.5736284431134405,0.00030341803,0.0005883157,0.053042118,0.13816784,0.0327613104524181,0.09144444444444767,3.638375,6.120901,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC091849.2,0.3604,0.6396,-0.5736284431134405,2.0004413e-06,4.3546675e-06,0.0,0.0013333336,0.0,0.0010555555555555557,0.0,0.038147453,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
GNA14-AS1,0.3598,0.6402,-0.5762322938462305,2.9125866e-05,0.000252036,0.0031201248,0.044555422,0.0015600624024961,0.028333333333333193,0.26441738,3.1016812,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
GK,0.3592,0.6408,-0.5788380470919547,0.00015826526,0.00033899533,0.03276131,0.12722416,0.029641185647425898,0.09205555555555882,2.4638739,3.7226105,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CCL4L2,0.3584,0.6416,-0.5823153631357787,1.5894738e-06,7.148745e-05,0.0015600624,0.044222195,0.0015600624024961,0.008277777777777757,0.028520336,0.87662864,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CFAP20,0.358,0.642,-0.5840553049326245,0.000103710474,0.00019197154,0.051482055,0.073889114,0.0514820592823713,0.05377777777777889,1.3748149,1.9154358,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CXCL1,0.3576,0.6424000000000001,-0.5857961069356127,1.8779196e-05,0.00051081623,0.0078003122,0.18133368,0.0046801872074883,0.041277777777778184,0.08761089,3.6200662,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ITGB2,0.3574,0.6426000000000001,-0.5866668315383565,1.8935893e-05,0.00017119446,0.0015600624,0.07561119,0.0015600624024961,0.035333333333333404,0.3058946,1.6030289,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CLEC9A,0.3572,0.6428,-0.5875377724224315,9.948718e-06,2.27048e-05,0.0,0.0056111137,0.0,0.004222222222222225,0.0,0.2199309,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AOAH,0.3572,0.6428,-0.5875377724224315,4.987571e-05,0.00055662316,0.0062402496,0.07233326,0.0046801872074883,0.03583333333333343,0.4496243,4.72025,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
PTX3,0.3568,0.6432,-0.5892803046792605,7.3232763e-06,9.120056e-05,0.0,0.02944441,0.0,0.011333333333333294,0.0,0.77251947,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LRP1B,0.3566,0.6434,-0.5901518968756925,0.00015288196,0.00041670984,0.018720748,0.107945554,0.0171606864274571,0.06227777777777937,1.1655321,4.3077903,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
FOXO1,0.3562,0.6437999999999999,-0.5918957354678052,0.0010608715,0.001888267,0.14664586,0.46010235,0.09984399375975023,0.23805555555556704,9.361399,18.453426,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CACNA1E,0.355,0.645,-0.5971325146552191,2.7215403e-05,9.360753e-05,0.0015600624,0.03544434,0.0015600624024961,0.023111111111111002,0.031580213,0.93106014,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC243829.4,0.3548,0.6452,-0.5980060831298069,6.937242e-07,1.7707838e-05,0.0,0.0036111106,0.0,0.002111111111111113,0.0,0.18623947,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CXCL10,0.3544,0.6456,-0.5997538854975762,5.8211253e-07,3.6248864e-05,0.0,0.022444438,0.0,0.003277777777777782,0.0,0.51748675,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SCD,0.3536,0.6464,-0.6032521636331516,5.3680444e-05,0.00018355553,0.0046801874,0.05633325,0.0046801872074883,0.01744444444444437,0.19926938,1.522889,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LBP,0.353,0.647,-0.6058782246949428,4.8516354e-06,1.7592134e-05,0.0,0.008500001,0.0,0.003222222222222226,0.0,0.15270692,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
GAS7,0.3528,0.6472,-0.6067540287181492,0.00033010333,0.0012070149,0.02028081,0.24944437,0.015600624024960999,0.14300000000000612,1.4513354,11.157557,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CAMK4,0.3526,0.6474,-0.6076300586140266,2.305762e-05,0.00012950941,0.0015600624,0.022499958,0.0015600624024961,0.01638888888888882,0.091768384,1.4828103,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ALDH1A2,0.352,0.648,-0.610259507777186,0.00015180993,0.00041072807,0.023400934,0.111501105,0.0202808112324493,0.0666666666666685,1.50088,4.1483803,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
STAB1,0.3514,0.6486000000000001,-0.6128910050804461,5.3265972e-05,0.00032356163,0.01404056,0.08872277,0.014040561622464899,0.05755555555555688,0.43220603,3.290805,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
ZNF804B,0.351,0.649,-0.6146464801565167,3.5439803e-05,8.9980014e-05,0.007800312,0.02322218,0.0078003120124804995,0.015499999999999936,0.89115256,1.1236862,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SOX2,0.351,0.649,-0.6146464801565167,8.3096177e-07,6.685389e-06,0.0,0.0021666668,0.0,0.0015555555555555566,0.0,0.105673715,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC022414.1,0.3506,0.6494,-0.6164028740579086,7.2840417e-06,3.4650548e-05,0.0015600624,0.011444435,0.0015600624024961,0.008277777777777757,0.10540962,0.29261538,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NEAT1,0.3494,0.6506000000000001,-0.6216776030892304,0.021704214,0.034952156,5.145088,11.338752,0.8486739469578731,0.8890000000001176,193.39774,340.68414,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
MYH6,0.3492,0.6508,-0.6225575381082555,0.0005035962,0.0027919991,0.059282366,0.96365166,0.054602184087363496,0.21950000000001044,4.1584945,25.909073,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
PRELID2,0.3486,0.6514,-0.6251987464215902,0.0005937457,0.002433212,0.07956318,0.8224315,0.056162246489859596,0.21883333333334373,5.154704,22.469398,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NKAIN2,0.3486,0.6514,-0.6251987464215902,0.0001566634,0.0004901753,0.026521059,0.1337236,0.0234009360374415,0.08388888888889169,1.7807615,4.449379,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
MLIP-AS1,0.3478,0.6522,-0.6287236480156,0.00012393732,0.0013742556,0.012480498,0.52449334,0.0124804992199688,0.1969444444444536,0.53338104,13.646786,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
SRPX,0.3478,0.6522,-0.6287236480156,0.00012356986,0.00050735514,0.02808112,0.12839046,0.0265210608424337,0.08005555555555814,1.1060975,4.7662206,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
TREM2,0.3478,0.6522,-0.6287236480156,3.4947195e-07,9.793987e-06,0.0,0.010499999,0.0,0.00405555555555556,0.0,0.10077621,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NETO1,0.3476,0.6524,-0.6296054639149421,3.87202e-06,1.1712381e-05,0.0,0.0034999996,0.0,0.0021666666666666687,0.0,0.2290561,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC016766.1,0.3472,0.6528,-0.6313698073804865,5.5520646e-05,0.00015940265,0.0062402496,0.028555494,0.0031201248049922,0.020777777777777683,0.26028585,1.7168391,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
HK2,0.3472,0.6528,-0.6313698073804865,3.75261e-05,9.3702874e-05,0.007800312,0.03316657,0.0062402496099844,0.02383333333333322,0.32571584,0.92940855,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
C15orf41,0.3468,0.6532,-0.633135102664107,0.0007119719,0.004023399,0.10140405,1.2434685,0.07956318252730102,0.29999999999999,8.12835,34.974598,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC243829.2,0.3462,0.6537999999999999,-0.6357848379581612,4.454133e-06,4.2380467e-05,0.0,0.004055555,0.0,0.003055555555555559,0.0,0.34546444,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
PTPRB,0.3462,0.6537999999999999,-0.6357848379581612,7.5701435e-05,0.0011440425,0.012480498,0.30066556,0.0109204368174727,0.13622222222222796,0.3138499,13.055895,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NPR3,0.346,0.654,-0.6366685627882607,7.707012e-05,0.00019480204,0.010920436,0.056610897,0.0109204368174727,0.04144444444444486,0.9785278,2.000761,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AC005355.1,0.3456,0.6544,-0.6384367347046256,2.2659675e-05,9.350158e-05,0.0046801874,0.033055454,0.0046801872074883,0.025388888888888766,0.29096538,1.0141202,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
NLGN4X,0.3452,0.6548,-0.6402058725908323,6.5900036e-05,0.0003387402,0.014040561,0.061166473,0.0046801872074883,0.03550000000000008,0.43977225,2.9490225,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
RCAN1,0.345,0.655,-0.641090804885561,0.0002873324,0.00045814758,0.06240249,0.16066758,0.0452418096723869,0.10861111111111531,2.5272722,4.372714,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
BCL2A1,0.3442,0.6557999999999999,-0.6446329668287842,1.9754675e-06,5.0667317e-05,0.0,0.034611057,0.0,0.014777777777777718,0.0,0.46284997,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
PAPSS2,0.344,0.656,-0.6455191177448263,0.00015162014,0.00053495786,0.028081123,0.12222379,0.0202808112324493,0.08144444444444711,2.338278,4.9761367,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
AGBL4,0.3432,0.6568,-0.6490661766122175,0.0002291189,0.0007762127,0.03432137,0.28583214,0.028081123244929798,0.12316666666667168,2.4817584,7.945611,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
CCL3,0.343,0.657,-0.6499535573848522,4.370611e-06,0.00029518976,0.0031201248,0.1153891,0.0031201248049922,0.018777777777777695,0.052351415,2.3703737,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
LINC02552,0.3428,0.6572,-0.6508411854840284,4.1925727e-05,0.00061208796,0.0046801874,0.19000052,0.0046801872074883,0.07877777777778029,0.66797763,5.532035,Smooth_muscle_cells vs Rest,Smooth_muscle_cells,Rest
